_id,全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
1,172120,NN0000017181,石川県野々市市,新庄東公園,シンジョウヒガシコウエン,"","",1003,"","",,"",石川県野々市市新庄1丁目245,石川県,野々市市,新庄1丁目,245,"",36.49987388,136.6117608,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
2,172120,NN0000017182,石川県野々市市,新庄西公園,シンジョウニシコウエン,"","",1003,"","",,"",石川県野々市市新庄2丁目161,石川県,野々市市,新庄2丁目,161,"",36.50019298,136.6092288,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
3,172120,NN0000017183,石川県野々市市,新庄すみれ公園,シンジョウスミレコウエン,"","",1003,"","",,"",石川県野々市市新庄3丁目199,石川県,野々市市,新庄3丁目,199,"",36.50368795,136.6099772,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
4,172120,NN0000017184,石川県野々市市,新庄花の木台公園,シンジョウハナノキダイコウエン,"","",1003,"","",,"",石川県野々市市新庄4丁目7-1 他,石川県,野々市市,新庄4丁目,7-1 他,"",36.50629883,136.6134211,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
5,172120,NN0000017185,石川県野々市市,新庄ひばり公園,シンジョウヒバリコウエン,"","",1003,"","",,"",石川県野々市市新庄5丁目101,石川県,野々市市,新庄5丁目,101,"",36.50728194,136.6103875,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
6,172120,NN0000017186,石川県野々市市,新庄１号緑地,シンジョウ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市新庄4丁目191,石川県,野々市市,新庄4丁目,191,"",36.50811411,136.6128015,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
7,172120,NN0000017187,石川県野々市市,粟田中央公園,アワダチュウオウコウエン,"","",1003,"","",,"",石川県野々市市粟田1丁目144,石川県,野々市市,粟田1丁目,144,"",36.50977197,136.612933,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
8,172120,NN0000017188,石川県野々市市,粟田１号緑地,アワダ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市粟田1丁目242-42,石川県,野々市市,粟田1丁目,242-42,"",36.51108271,136.6108087,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
9,172120,NN0000017189,石川県野々市市,粟田パンダ公園,アワダパンダコウエン,"","",1003,"","",,"",石川県野々市市粟田3丁目83,石川県,野々市市,粟田3丁目,83,"",36.51479276,136.6131851,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
10,172120,NN0000017190,石川県野々市市,粟田２号緑地,アワダ２ゴウリョクチ,"","",1003,"","",,"",石川県野々市市粟田3丁目149,石川県,野々市市,粟田3丁目,149,"",36.51614653,136.614663,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
11,172120,NN0000017191,石川県野々市市,粟田東公園,アワダヒガシコウエン,"","",1003,"","",,"",石川県野々市市粟田3丁目353､353-1,石川県,野々市市,粟田3丁目,353､353-1,"",36.5168234,136.6146871,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
12,172120,NN0000017192,石川県野々市市,粟田北公園,アワダキタコウエン,"","",1003,"","",,"",石川県野々市市粟田3丁目459,石川県,野々市市,粟田3丁目,459,"",36.51823102,136.6147917,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
13,172120,NN0000017193,石川県野々市市,下林１号緑地,シモバヤシ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市下林4丁目296,石川県,野々市市,下林4丁目,296,"",36.52413069,136.6038671,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
14,172120,NN0000017194,石川県野々市市,下林２号緑地,シモバヤシ２ゴウリョクチ　　,"","",1003,"","",,"",石川県野々市市下林4丁目71,石川県,野々市市,下林4丁目,71,"",36.5216562,136.6022336,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
15,172120,NN0000017195,石川県野々市市,下林３号緑地,シモバヤシ３ゴウリョクチ,"","",1003,"","",,"",石川県野々市市下林4丁目7,石川県,野々市市,下林4丁目,7,"",36.52139539,136.6014209,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
16,172120,NN0000017196,石川県野々市市,藤平田１号緑地,トヘイダ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市藤平田2丁目75,石川県,野々市市,藤平田2丁目,75,"",36.52152041,136.6068175,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
17,172120,NN0000017197,石川県野々市市,清金公園,キヨカネコウエン,"","",1003,"","",,"",石川県野々市市清金3丁目124,石川県,野々市市,清金3丁目,124,"",36.51989298,136.5951177,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
18,172120,NN0000017198,石川県野々市市,白山１号緑地,ハクサン１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市白山町16-4,石川県,野々市市,白山町,16-4,"",36.52627748,136.6101247,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
19,172120,NN0000017199,石川県野々市市,太平寺東公園,タヘイジヒガシコウエン,"","",1003,"","",,"",石川県野々市市太平寺1丁目311,石川県,野々市市,太平寺1丁目,311,"",36.52640249,136.6056293,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
20,172120,NN0000017200,石川県野々市市,太平寺西公園,タヘイジニシコウエン,"","",1003,"","",,"",石川県野々市市太平寺2丁目219,石川県,野々市市,太平寺2丁目,219,"",36.52776899,136.6033011,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
21,172120,NN0000017201,石川県野々市市,太平寺１号緑地,タヘイジ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市太平寺3丁目102,石川県,野々市市,太平寺3丁目,102,"",36.5301937,136.6035881,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
22,172120,NN0000017202,石川県野々市市,柳町１号緑地,ヤナギマチ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市柳町144-2,石川県,野々市市,柳町,144-2,"",36.5269909,136.5821868,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
23,172120,NN0000017203,石川県野々市市,扇が丘東公園,オオギガオカヒガシコウエン,"","",1003,"","",,"",石川県野々市市扇が丘507,石川県,野々市市,扇が丘,507,"",36.52627532,136.6279533,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
24,172120,NN0000017204,石川県野々市市,扇が丘１号緑地,オオギガオカ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市扇が丘177-17,石川県,野々市市,扇が丘,177-17,"",36.52659001,136.6250619,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
25,172120,NN0000017205,石川県野々市市,扇が丘２号緑地,オオギガオカ２ゴウリョクチ,"","",1003,"","",,"",石川県野々市市扇が丘64-2,石川県,野々市市,扇が丘,64-2,"",36.52529677,136.6228169,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
26,172120,NN0000017206,石川県野々市市,徳用南公園,トクモトミナミコウエン,"","",1003,"","",,"",石川県野々市市徳用2丁目203,石川県,野々市市,徳用2丁目,203,"",36.53365715,136.5908637,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
27,172120,NN0000017207,石川県野々市市,三日市万葉台南公園,ミッカイチマンヨウダイミナミコウエン,"","",1003,"","",,"",石川県野々市市三日市3丁目290,石川県,野々市市,三日市3丁目,290,"",36.53294809,136.5994227,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
28,172120,NN0000017208,石川県野々市市,三日市万葉台中公園,ミッカイチマンヨウダイナカコウエン,"","",1003,"","",,"",石川県野々市市三日市3丁目300,石川県,野々市市,三日市3丁目,300,"",36.53349766,136.5989157,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
29,172120,NN0000017209,石川県野々市市,三日市万葉台北公園,ミッカイチマンヨウダイキタコウエン,"","",1003,"","",,"",石川県野々市市三日市3丁目156,石川県,野々市市,三日市3丁目,156,"",36.53478645,136.5987521,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
30,172120,NN0000017210,石川県野々市市,押越北公園,オシコシキタコウエン,"","",1003,"","",,"",石川県野々市市押越2丁目237 他,石川県,野々市市,押越2丁目,237 他,"",36.54020645,136.6096097,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
31,172120,NN0000017211,石川県野々市市,北横宮公園,キタヨコミヤコウエン,"","",1003,"","",,"",石川県野々市市横宮町30,石川県,野々市市,横宮町,30,"",36.53460757,136.6153148,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
32,172120,NN0000017212,石川県野々市市,あすなろ公園,アスナロコウエン,"","",1003,"","",,"",石川県野々市市御経塚5丁目83,石川県,野々市市,御経塚5丁目,83,"",36.54560882,136.6021317,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
33,172120,NN0000017223,石川県野々市市,位川公園,クライガワコウエン,"","",1003,"","",,"",石川県野々市市位川288,石川県,野々市市,位川,288,"",36.52509416,136.6062087,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
34,172120,NN0000017213,石川県野々市市,本町若葉台公園,ホンマチワカバダイコウエン,"","",1003,"","",,"",石川県野々市市本町1丁目5-53､5-90,石川県,野々市市,本町1丁目,5-53､5-90,"",36.53694156,136.6223153,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
35,172120,NN0000017214,石川県野々市市,本町１丁目１号緑地,ホンマチ１チョウメ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市本町1丁目1-54,石川県,野々市市,本町1丁目,1-54,"",36.53790272,136.6216609,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
36,172120,NN0000017215,石川県野々市市,粟田３号緑地,アワダ３ゴウリョクチ,"","",1003,"","",,"",石川県野々市市粟田3丁目250,石川県,野々市市,粟田3丁目,250,"",36.51648928,136.612772,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
37,172120,NN0000017216,石川県野々市市,二日市１号緑地,フツカイチ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市二日市2丁目28,石川県,野々市市,二日市2丁目,28,"",36.54071502,136.6014612,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
38,172120,NN0000017217,石川県野々市市,本町６丁目１号緑地,ホンマチ６チョウメ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市本町6丁目86-4 他,石川県,野々市市,本町6丁目,86-4 他,"",36.53401922,136.6077402,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
39,172120,NN0000017218,石川県野々市市,下林４号緑地,シモバヤシ４ゴウリョクチ,"","",1003,"","",,"",石川県野々市市下林4丁目247-1 他,石川県,野々市市,下林4丁目,247-1 他,"",36.52151179,136.6060182,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
40,172120,NN0000017219,石川県野々市市,野々市中央公園,ノノイチチュウオウコウエン,"","",1003,"","",,"",石川県野々市市下林3丁目､堀内2丁目地内,石川県,野々市市,下林3丁目､堀内2丁目地内,"","",36.52422553,136.5989506,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",総合公園,"","","",有,有,"","","","","",有,"","","","","","","","","",""
41,172120,NN0000017220,石川県野々市市,矢作諏訪公園,ヤハギスワコウエン,"","",1003,"","",,"",石川県野々市市矢作1丁目177,石川県,野々市市,矢作1丁目,177,"",36.52083064,136.6130993,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
42,172120,NN0000017221,石川県野々市市,矢作西城公園,ヤハギニシシロコウエン,"","",1003,"","",,"",石川県野々市市矢作3丁目35,石川県,野々市市,矢作3丁目,35,"",36.5239367,136.6116026,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
43,172120,NN0000017222,石川県野々市市,下林さくら公園,シモバヤシサクラコウエン,"","",1003,"","",,"",石川県野々市市下林4丁目508-1 他,石川県,野々市市,下林4丁目,508-1 他,"",36.5228719,136.6031858,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
44,172120,NN0000017224,石川県野々市市,三納公園,サンノコウエン,"","",1003,"","",,"",石川県野々市市三納3丁目130,石川県,野々市市,三納3丁目,130,"",36.52409405,136.6108891,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
45,172120,NN0000017225,石川県野々市市,末松廃寺跡公園,スエマツハイジアトコウエン,"","",1003,"","",,"",石川県野々市市末松2丁目247,石川県,野々市市,末松2丁目,247,"",36.50824778,136.5895897,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",歴史公園,"","","","","","","","","","","","","","","","","","","","",""
46,172120,NN0000017226,石川県野々市市,野代公園,ノシロコウエン,"","",1003,"","",,"",石川県野々市市野代3丁目59,石川県,野々市市,野代3丁目,59,"",36.54145633,136.6036954,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
47,172120,NN0000017227,石川県野々市市,野代１号緑地,ノシロ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市野代1丁目19,石川県,野々市市,野代1丁目,19,"",36.53794798,136.6040629,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
48,172120,NN0000017228,石川県野々市市,みその公園,ミソノコウエン,"","",1003,"","",,"",石川県野々市市稲荷4丁目157,石川県,野々市市,稲荷4丁目,157,"",36.53668942,136.605412,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
49,172120,NN0000017229,石川県野々市市,稲荷公園,イナリコウエン,"","",1003,"","",,"",石川県野々市市稲荷2丁目104,石川県,野々市市,稲荷2丁目,104,"",36.53403215,136.6015631,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
50,172120,NN0000017230,石川県野々市市,稲荷北公園,イナリキタコウエン,"","",1003,"","",,"",石川県野々市市稲荷3丁目78,石川県,野々市市,稲荷3丁目,78,"",36.53585108,136.6001898,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
51,172120,NN0000017231,石川県野々市市,押越公園,オシコシコウエン,"","",1003,"","",,"",石川県野々市市押越1丁目160,石川県,野々市市,押越1丁目,160,"",36.53824753,136.6088989,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
52,172120,NN0000017232,石川県野々市市,矢作１号緑地,ヤハギ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市矢作3丁目56,石川県,野々市市,矢作3丁目,56,"",36.52437856,136.6121685,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
53,172120,NN0000017233,石川県野々市市,矢作２号緑地,ヤハギ２ゴウリョクチ,"","",1003,"","",,"",石川県野々市市矢作3丁目135-5,石川県,野々市市,矢作3丁目,135-5,"",36.52575372,136.6136867,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
54,172120,NN0000017234,石川県野々市市,御経塚東公園,オキョウヅカヒガシコウエン,"","",1003,"","",,"",石川県野々市市御経塚5丁目84,石川県,野々市市,御経塚5丁目,84,"",36.54646429,136.6006458,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
55,172120,NN0000017235,石川県野々市市,押野西公園,オシノニシコウエン,"","",1003,"","",,"",石川県野々市市押野1丁目40,石川県,野々市市,押野1丁目,40,"",36.54158347,136.6127908,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
56,172120,NN0000017236,石川県野々市市,押野東公園,オシノヒガシコウエン,"","",1003,"","",,"",石川県野々市市押野5丁目120,石川県,野々市市,押野5丁目,120,"",36.54421032,136.6204405,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
57,172120,NN0000017237,石川県野々市市,押野南公園,オシノミナミコウエン,"","",1003,"","",,"",石川県野々市市押野3丁目166,石川県,野々市市,押野3丁目,166,"",36.5395621,136.6181177,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
58,172120,NN0000017238,石川県野々市市,押野中央公園,オシノチュウオウコウエン,"","",1003,"","",,"",石川県野々市市押野1丁目339,石川県,野々市市,押野1丁目,339,"",36.54405301,136.6168624,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",近隣公園,"","","",有,"","","","","","","","","","","","","","","","",""
59,172120,NN0000017239,石川県野々市市,押野北公園,オシノキタコウエン,"","",1003,"","",,"",石川県野々市市押野1丁目50,石川県,野々市市,押野1丁目,50,"",36.54417584,136.612933,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
60,172120,NN0000017240,石川県野々市市,徳用１号緑地,トクモト１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市徳用2丁目389,石川県,野々市市,徳用2丁目,389,"",36.53433387,136.5932965,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
61,172120,NN0000017241,石川県野々市市,御経塚史跡公園,オキョウヅカシセキコウエン,"","",1003,"","",,"",石川県野々市市御経塚1丁目549,石川県,野々市市,御経塚1丁目,549,"",36.54639533,136.5991813,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",歴史公園,"","","","","","","","","","","","","","","","","","","","",""
62,172120,NN0000017242,石川県野々市市,住吉１号緑地,スミヨシ１ゴウリョクチ,"","",1003,"","",,"",石川県野々市市住吉町31-6,石川県,野々市市,住吉町,31-6,"",36.52483767,136.6171896,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
63,172120,NN0000017243,石川県野々市市,本町やまいろ公園,ホンマチヤマイロコウエン,"","",1003,"","",,"",石川県野々市市本町6丁目466-1,石川県,野々市市,本町6丁目,466-1,"",36.53456232,136.6058305,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
64,172120,NN0000017244,石川県野々市市,若松ちから石公園,ワカマツチカライシコウエン,"","",1003,"","",,"",石川県野々市市若松町674,石川県,野々市市,若松町,674,"",36.53706225,136.6127533,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
65,172120,NN0000017245,石川県野々市市,馬渡公園,マワタリコウエン,"","",1003,"","",,"",石川県野々市市押野4丁目329,石川県,野々市市,押野4丁目,329,"",36.53970433,136.6213873,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
66,172120,NN0000017246,石川県野々市市,せせらぎ公園,セセラギコウエン,"","",1005,"","",,"",石川県野々市市高橋町155-1 他,石川県,野々市市,高橋町,155-1 他,"",36.53031871,136.6257727,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
67,172120,NN0000017247,石川県野々市市,つばき公園,ツバキコウエン,"","",1005,"","",,"",石川県野々市市本町6丁目462､463､464の各一部,石川県,野々市市,本町6丁目,462､463､464の各一部,"",36.53466576,136.6065761,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",都市緑地,"","","","","","","","","","","","","","","","","","","","",""
68,172120,NN0000017248,石川県野々市市,堀の内公園,ホリノウチコウエン,"","",1003,"","",,"",石川県野々市市堀内2丁目179,石川県,野々市市,堀内2丁目,179,"",36.52892424,136.5983552,"","",076-227-6092,"","","","","",5000020172120,野々市市,"","","","",街区公園,"","","","","","","","","","","","","","","","","","","","",""
